78639,11322
78639,12151
79539,12151
79539,13199
80251,13199
80251,13429
81648,13429
81648,14471
82356,14471
82356,15101
83438,15101
83438,16016
84254,16016
84254,17101
84886,17101
84886,18284
85386,18284
85386,18866
86559,18866
86559,19505
87704,19505
87704,20972
87810,20972
87810,21926
88552,21926
88552,22550
89774,22550
89774,23797
90104,23797
90104,25032
90414,25032
90414,26014
91118,26014
91118,26855
92091,26855
92091,28061
92409,28061
92409,29098
93043,29098
93043,29972
94050,29972
94050,31145
94423,31145
94423,32270
94902,32270
94902,33566
94920,33566
94920,34609
95617,34609
95617,35825
95815,35825
95815,37010
96088,37010
96088,38260
96094,38260
96094,39290
97001,39290
97001,40450
97424,40450
97424,41705
97364,41705
97364,42884
97719,42884
97719,44094
97893,44094
97893,45345
97652,45345
97652,46544
97888,46544
97888,47736
98442,47736
98442,48981
97675,48981
97675,50192
