358956756064147, 393432931206001, 421327376657313 @ -139, -172, -94
321538925255009, 358614730720766, 482707314423294 @ 21, -81, -963
235848370854095, 419808819250829, 121259715774117 @ 17, -204, 318
233743512354946, 276541334266460, 345857540764478 @ 20, -21, 31
358082711585823, 481512752804445, 296953182975095 @ -107, -584, -365
104897533586390, 39025715751242, 295722199309113 @ 210, 315, 80
342245749193981, 159430194688067, 279451912637481 @ -76, 475, -108
314565735572727, 299220640366829, 506081752580813 @ -61, -18, -324
267606775423634, 279198596853230, 50966000407426 @ 36, 33, 459
338144863064807, 281608062590678, 244499057494455 @ -101, 11, 118
369197910343675, 368268077005537, 190935880030673 @ -154, -46, -296
341448199751723, 353403421408341, 349037304295821 @ -99, -103, -115
312843663548071, 276438378256307, 209035474149589 @ 131, 360, -60
369284442060865, 461700502656127, 237785232494403 @ -154, -631, -271
352089189081240, 377985846097480, 161536783884495 @ 82, -157, -22
337495740170730, 375202683172172, 104615469136963 @ -28, -141, 430
331293134784995, 371660984217377, 255832470224273 @ -75, -138, 54
324647600356565, 383830540546787, 463711157999697 @ -83, -160, -216
315301701808713, 382806352161237, 172068437054079 @ -52, -160, 233
198686905214540, 287619758061860, 537190476613479 @ 12, -63, -90
364968066847907, 389902697472161, 190659476558625 @ -121, -246, -107
304536058152640, 153881809429177, 209825003375963 @ -86, 82, 222
365791354853447, 324162191926985, 157955541248073 @ -124, 316, 126
212104884012995, 223329028208609, 383051596031921 @ 12, 12, 39
361352652407267, 361411427870849, 174656982043161 @ -41, 82, -226
272322335923951, 352156680094502, 357401454594356 @ 19, -105, -93
321957418004789, 387480786655331, 409986045962613 @ -87, -164, -84
212655224151605, 190453246884817, 381278889565983 @ 21, 58, 26
320007476135363, 393505167179363, 183515300164809 @ -9, -197, 164
251411773089655, 368231196354862, 32577438811203 @ -13, -139, 422
332098605963861, 540808863681084, 435395747962674 @ -107, -353, -73
433479154743685, 320131214131923, 416465795276158 @ -263, -52, -179
331634754014747, 305323838670563, 275583363099957 @ 75, 289, -538
291471113063189, 236429299818395, 509217649503345 @ 38, 197, -616
363892763369264, 366874663806173, 160055722391445 @ -92, -26, 44
350306622640247, 331988405171717, 190937218028889 @ 126, 525, -482
236536478829087, 347041214859332, 290017100779825 @ 43, -105, 72
288697542519722, 408048638912975, 73378339133679 @ -32, -196, 394
118312798813331, 360311241999110, 231807540180858 @ 183, -127, 171
233963574606578, 302029383496328, 468493085856075 @ 10, -59, -102
259084122468363, 344035072588793, 439984057470145 @ 74, -81, -326
351117344657855, 334208845143317, 139769154474483 @ 89, 432, 279
370543167680414, 235530426904976, 355012463810142 @ -156, 147, -157
178384816007894, 317475640092245, 265654939676207 @ 114, -66, 118
365450374546547, 348613650611665, 212497769180017 @ -117, 134, -432
217655737450345, 284631216300350, 319591088846158 @ 77, -9, 21
296777335992715, 365296629614625, 448390808408617 @ -58, -134, -111
332355485339845, 110589296494929, 143594249583519 @ -88, 322, 287
255484144168475, 106672133848703, 187742840685981 @ 207, 708, 140
332941973953517, 341148575497750, 203671688108833 @ 69, 73, -104
338122696327919, 402865514729873, 280745171457885 @ -70, -218, -85
268355992739501, 287766973641947, 313098391605480 @ -7, -20, 43
205176125164357, 214900462794257, 319373723542206 @ 89, 90, 29
362380047386847, 152965020964141, 279514628348287 @ -131, 584, -165
341058000875891, 348908049168937, 321098725718957 @ -45, -40, -407
355183867011165, 307555185533097, 284574630127843 @ -106, 86, -197
244371059388589, 368647833650161, 266003235911454 @ 73, -134, 65
321322016368307, 366703288601865, 211357504766365 @ 51, -104, -15
355867837509947, 369019010657723, 150827212065696 @ 63, -12, 95
358050597838901, 369915696499018, 153568030054110 @ 21, -31, 59
234376879943705, 95526533212247, 9687872300553 @ 52, 279, 492
164579016451899, 260025802713169, 505039802970169 @ 49, -34, -66
448443826587904, 485936128563365, 551245404161874 @ -232, -258, -115
296062614080533, 229589169604620, 320523337459937 @ -31, 97, -8
177058174068617, 320993224189247, 374717923865253 @ 34, -95, 66
149761094658980, 434996848397062, 171651211461103 @ 72, -209, 262
279157451361655, 148101533703332, 418255643132150 @ -53, 105, -15
356040590726534, 351112077594722, 165636293390838 @ 18, 195, -59
314158972160435, 165527424259697, 540820484040933 @ -97, 66, -114
326521089157715, 321404325740941, 501925037626961 @ -93, -71, -216
289089735960010, 290663067609029, 120089781925581 @ 212, 246, 380
173573042144180, 56308123578317, 6258478673733 @ 54, 190, 436
538702111484507, 477469973545265, 541410611915097 @ -326, -252, -115
383900527163335, 526735336311797, 284803490788817 @ -208, -705, -248
296655333219554, 179643440226332, 195029660045943 @ -12, 235, 186
90601879859530, 191132049622905, 189142974569383 @ 122, 34, 246
344432714749635, 487682450525237, 155049812599693 @ -65, -543, 237
316222154952847, 389891162454375, 337641714463707 @ -55, -173, -73
298252718026677, 300617436752929, 287424266441641 @ -35, -22, 48
198813777506075, 284818039185047, 379757307703463 @ 51, -39, 7
256741058712826, 348376284958421, 359199801694236 @ -14, -114, 23
367743217067123, 496161235266347, 220985233382115 @ -145, -845, -187
156370186628530, 352723760650561, 401528213177453 @ 122, -118, -44
333649731479063, 292905646340747, 228784614723327 @ 195, 680, -590
351493301283770, 406921640178837, 224269748610898 @ 60, -506, -741
312724941568133, 495373524649463, 317910173934303 @ -54, -357, -19
307336120797955, 404504648357367, 303748628615453 @ 7, -220, -132
249517987755263, 299503545486105, 382944731259465 @ 120, 28, -262
275788614911855, 360558070990067, 235415242654983 @ 29, -117, 107
379022189530549, 308088951687459, 257078123580092 @ -179, 32, -15
257283504837116, 282894892111073, 281859084081720 @ 74, 42, 5
312695776987310, 245847203805712, 316342311180032 @ -48, 95, -35
185764758833615, 271837458261143, 440587286221557 @ 57, -29, -50
347096835618242, 332342100867656, 69132496474089 @ -54, 53, 608
252556672236320, 336428864738377, 282180246576773 @ 6, -94, 100
304775831339620, 340851022777727, 259189290372568 @ -16, -72, 39
373025505289265, 377217785380623, 280270252600575 @ -168, -149, -247
312319131836028, 405138344832883, 409803578104391 @ 40, -244, -626
150574760726795, 125150270465057, 272930307232873 @ 138, 186, 117
158857504394507, 223772024637966, 296194134143619 @ 111, 43, 98
282387655415363, 422646409435667, 239680558245057 @ -57, -200, 184
379413081642230, 254246173638152, 213928605133038 @ -178, 149, 113
349060173478739, 375107455331185, 207491650581073 @ -60, -139, -24
168742272959123, 301582244493017, 424888493086105 @ 45, -75, 13
296468551521725, 301679773779377, 174193991329986 @ 77, 90, 183
290382585330227, 356703745566311, 277734986166589 @ 63, -93, -86
359297878308703, 411241851378443, 102722257097561 @ -85, -384, 544
126638092558613, 139640818836293, 333100016800389 @ 161, 158, 44
102518246260123, 42286145623281, 25616514696353 @ 154, 236, 426
200899709640680, 54312472184702, 90590993820768 @ 12, 167, 343
337763970662595, 479351329636537, 131452544369637 @ -73, -410, 314
141194912530385, 132582570479461, 345862698147841 @ 102, 124, 64
328490539657115, 328736296199729, 370483764681337 @ -63, -42, -218
368622836284742, 363045767982298, 172560870430143 @ -150, -61, 86
261990875785859, 201498520288145, 390998788420545 @ -41, 34, 32
338933051856995, 346262007651617, 216807531764193 @ -37, -30, -5
311221684416186, 462327899614188, 432701446936996 @ -80, -257, -75
240670814415433, 275782665413477, 225888652790177 @ 188, 120, 64
273426122836698, 108879324006883, 328584479899870 @ 70, 476, -147
338553960289394, 277272383359889, 126928368690372 @ 8, 378, 357
198578333288495, 196177471225829, 434690695178253 @ 37, 52, -34
167846382638135, 374321796649041, 409223669786525 @ 102, -146, -47
341463032343539, 346843759406129, 169763021639561 @ 69, 96, 45
250888595095835, 108115128548417, 380932614377793 @ 84, 390, -190
114238232191023, 336931185673696, 176570419830367 @ 155, -101, 250
222915788187697, 71000803665293, 284698810525891 @ 13, 198, 130
281074160882915, 116029544092937, 337343342099313 @ 79, 539, -228
310200490359139, 316404241271321, 233149259206069 @ 119, 132, -141
305040474075785, 184450853882792, 510597543005928 @ -75, 85, -157
334179877873270, 226398396063112, 268964709510683 @ -70, 209, -14
258932048404715, 212212917689357, 521371359620682 @ -33, 30, -121
235136975192015, 258392311700737, 380399810388958 @ 27, 10, -29
216548321592925, 325077467697378, 223408779740881 @ 77, -71, 168
339799498966863, 418558804546105, 176238795681579 @ 101, -506, -31
329889166144415, 380521807645502, 224722026313308 @ -37, -159, 41
336145356992465, 324857450524277, 260683704938073 @ -44, 24, -108
269608284975750, 191697163061072, 348640359606203 @ -10, 117, -6
319137160424855, 346226417075117, 252092822584833 @ 162, 47, -420
305478286159541, 309408427585109, 291417100674693 @ -24, -12, -14
321987341787471, 283715692877507, 241404322067245 @ 43, 240, -132
345766113051689, 341217531395297, 242076681232887 @ -50, 10, -161
371196920865263, 388264670866175, 253669850201991 @ -159, -181, -35
78759111927623, 202713913462835, 356730269629401 @ 161, 39, 60
353721067991627, 342000334957583, 258619305462471 @ -117, -67, 15
227129967952539, 188863923747441, 394482670803529 @ -16, 32, 49
350531661333472, 284088344351243, 312231701778247 @ -116, 36, -50
40205531554337, 88353976486341, 342250978820253 @ 186, 148, 86
299701627730915, 436282623272537, 271536711900993 @ -81, -211, 158
164515376825355, 116621553181292, 372765347287528 @ 47, 105, 67
322122514284785, 325424824670862, 251365778605808 @ -51, -37, 51
319469710476913, 164737571500637, 183211756845923 @ 8, 540, 151
170301118330052, 187277052703644, 203914020865021 @ 78, 71, 220
362309304207555, 310158457927697, 192735579705413 @ -113, 246, -23
220898582487287, 219807838674617, 366602668412749 @ 129, 150, -138
367977326007465, 346348337782342, 377927290917468 @ -151, -95, -127
338834328841235, 318730914517477, 179953192537933 @ 15, 176, 66
338902987144761, 463854068109061, 249095473225135 @ -32, -496, -147
363137238097655, 325455175093697, 147795197837433 @ -63, 634, 156
220838254043732, 152988094345938, 411228786557399 @ 96, 227, -162
358824812536581, 320913933648060, 238545706698671 @ -131, -29, 82
369534345571830, 180278642106417, 518455678691883 @ -154, 314, -598
286802984406279, 256476227980959, 403236906284567 @ -19, 47, -135
187198695781625, 317708220809120, 321282144119176 @ 57, -81, 85
337350139927115, 340955776782191, 172028859073653 @ 27, 57, 106
322056079615895, 287554844253049, 124389273973095 @ -63, 22, 323
357294662289767, 360184906734565, 174462983898153 @ -84, -49, 86
337173564533123, 386603371459169, 278224293581373 @ -41, -182, -194
245951467326035, 254320984956497, 450862189991233 @ -15, -12, -54
359771179146227, 244409997937493, 188114260227288 @ -137, 78, 211
291738619851793, 265021413243442, 441690537424412 @ -67, -25, -41
274014789580010, 268208721294992, 300343192818963 @ 8, 35, 22
506658032042179, 363188090057121, 413602627508881 @ -307, -134, -12
155988455674635, 200892982920249, 311285403255556 @ 127, 82, 69
252665306352096, 324614697898135, 399254174731678 @ 10, -76, -69
259161423244323, 354989515075265, 414624466450177 @ 23, -114, -146
364653072089939, 409601163981399, 188638324939413 @ -129, -323, 26
372251544915941, 370147063147783, 280951645438465 @ -159, -136, 24
197596967036684, 363728925245240, 446069644652508 @ 84, -131, -129
377593348969335, 341846046460301, 199165881309040 @ -173, -66, 153
225607679148957, 170871042477250, 403896888833204 @ 13, 89, -11
304796191406430, 334404006301937, 224056704572203 @ 62, -6, 10
401304454698905, 333693513667349, 252261307546243 @ -228, -48, 31
229914067086147, 285510554041501, 38369875048665 @ 239, 109, 578
263546296563987, 411409842612221, 293618304521937 @ 43, -213, 8
330227554802199, 301943464963385, 156887761922493 @ 196, 528, 131
144186663380459, 154210024258832, 199146172707303 @ 255, 255, 186
397944905447381, 323302961461253, 305401981709535 @ -219, -26, -86
273545109296087, 294193830409265, 464171085115353 @ 26, 6, -314
256027035011975, 152517245856827, 168580336086483 @ 129, 411, 221
442583452434194, 413820894313275, 502715613646736 @ -246, -196, -165
361929995218919, 358877819862551, 267080883240405 @ -131, -93, -98
349269492010811, 367036834787057, 165538503727945 @ 18, -60, 63
308456419420280, 113964174337542, 154610832751558 @ 24, 619, 249
263758376488739, 214575050157633, 304823217946849 @ 63, 184, -45
331894540453039, 430064999722807, 289791524667235 @ -61, -280, -78
323549485105645, 273094879710127, 304596895102353 @ -74, 31, 8
351749305433361, 148748610410342, 222021120104069 @ -79, 825, -60
359639284331899, 326201948343665, 132268872138201 @ -71, 294, 350
251357340065702, 285736336718999, 326246402200242 @ 96, 44, -101
358393619296605, 353047007903387, 185654447136133 @ -103, -36, 76
239352183072123, 261120538085522, 342308622231380 @ 31, 15, 7
78671242281014, 380392957403894, 174445754634516 @ 146, -153, 259
63147744502589, 67728263983283, 259753194409809 @ 170, 177, 168
226782743793555, 390288256844069, 322106569297845 @ 47, -168, 38
299022630584765, 309728372032280, 414958405301838 @ -63, -63, -59
283918450885181, 214771929638809, 232522231462898 @ 69, 274, 51
352991262291601, 346329309441225, 144028866263806 @ 25, 194, 235
227282698046705, 312558214429442, 544009610674683 @ -11, -85, -110
273935947920909, 356167028389984, 302285240781114 @ 173, -77, -265
206393797993163, 373490736572327, 386566700426511 @ 51, -145, -15
337080384640500, 142848105899042, 260662219076773 @ -110, 165, 132
267269271366656, 268298963863446, 365122354619356 @ -42, -31, 49
238116544050164, 285991827075509, 381084514813883 @ 36, -18, -54
324269690707265, 358229516145642, 118350055432238 @ 45, -65, 385
316119887551643, 335359037498969, 235879043122473 @ 198, 129, -349
135995169686505, 210302696932896, 175137481181638 @ 197, 101, 241
339899330328014, 304896401787303, 303143518675155 @ -120, -68, 110
315980651427980, 357862114295417, 283996137816783 @ -88, -126, 118
449192852953045, 454482235665942, 348570454995166 @ -283, -275, -45
160213091932199, 31601459946821, 437295386216784 @ 91, 254, -53
